6,86,3
38,95,5
7,32,4
10,16,4
99,4,5
42,96,5
62,21,3
59,23,5
43,14,2
90,98,5
19,4,4
5,2,3
99,79,4
13,98,4
1,61,4
72,48,4
92,77,3
6,14,5
62,65,4
14,98,3
16,64,5
1,33,4
13,56,5
18,26,4
87,40,3
83,78,2
5,17,4
60,60,5
65,47,2
1,20,4
72,54,3
45,25,4
62,12,4
10,7,4
6,98,5
56,71,4
18,86,4
8,22,5
90,25,5
22,80,4
15,25,3
16,55,5
42,44,3
62,68,1
85,51,2
87,82,5
94,62,3
90,22,4
59,92,5
58,9,4
79,50,4
24,64,5
82,56,3
56,91,4
16,8,5
17,13,3
6,69,3
13,72,4
90,12,5
96,87,4
2,50,5
57,79,5
62,86,2
8,50,5
62,59,4
83,97,4
85,25,2
42,98,4
1,47,4
95,68,4
6,23,4
76,61,4
16,89,2
94,24,4
83,43,4
43,40,3
49,68,1
44,15,4
66,1,3
5,1,4
77,91,3
59,77,4
59,54,4
85,13,3
43,5,4
11,38,3
70,82,4
5,98,3
72,28,4
95,1,5
71,89,5
28,79,4
83,82,5
66,7,3
85,83,4
25,25,5
87,9,4
49,47,5
44,95,4
13,66,3
99,50,5
16,56,5
13,59,4
73,94,1
73,56,4
92,15,3
1,17,3
7,81,5
82,14,4
92,81,3
94,58,5
91,28,4
49,7,4
87,2,4
84,12,5
92,24,3
1,90,4
49,38,1
57,28,4
21,98,5
28,95,3
97,89,5
94,9,5
67,64,5
68,7,3
13,14,4
98,47,4
53,24,3
63,20,3
52,95,4
26,25,3
62,24,4
42,69,4
63,50,4
5,62,4
1,64,5
49,17,2
43,52,4
94,89,3
7,44,5
59,70,3
22,79,4
56,69,4
37,55,3
97,98,4
81,3,4
59,12,5
97,50,5
13,97,4
28,98,5
7,28,5
41,28,4
43,64,5
70,50,4
43,66,4
60,47,4
92,79,4
49,49,2
76,92,4
5,24,4
64,93,2
93,15,5
18,58,4
7,78,3
82,73,4
69,12,5
85,98,4
30,82,4
28,7,5
7,93,5
44,56,2
94,33,3
65,56,3
26,15,4
85,58,4
1,92,3
90,31,4
43,26,5
20,11,2
16,92,4
60,79,4
62,4,4
26,7,3
67,1,3
1,74,1
94,45,5
74,9,4
56,68,3
1,98,4
82,15,3
96,91,5
42,48,5
44,88,2
7,22,5
85,53,3
56,29,3
65,97,5
62,28,3
64,77,3
15,20,3
14,22,3
59,13,5
73,12,5
6,95,2
87,70,5
1,84,4
1,31,3
22,96,5
85,97,2
16,70,4
58,45,5
44,11,3
49,10,3
59,47,5
1,70,3
56,63,3
87,67,4
90,11,4
1,60,5
59,10,4
10,48,4
14,56,5
13,42,4
13,94,3
14,93,3
1,27,2
80,50,3
82,69,4
83,95,4
17,9,3
13,29,2
43,15,5
95,96,4
49,1,2
64,2,3
28,50,4
18,69,3
1,82,5
13,45,3
1,56,4
28,12,4
85,86,4
1,80,4
94,79,4
13,2,3
44,55,4
37,56,5
69,56,5
56,79,4
72,89,3
80,87,4
85,56,4
12,82,4
13,64,5
82,64,5
42,70,3
10,4,4
62,96,4
8,79,4
23,88,3
72,79,4
82,13,2
83,77,4
43,7,4
23,90,2
94,99,3
65,70,1
58,42,4
77,23,4
95,15,4
92,87,3
95,33,3
97,7,5
92,85,3
70,71,3
49,72,2
63,6,3
41,31,3
6,19,4
74,15,4
18,82,3
22,29,1
96,8,5
13,90,3
7,92,5
62,8,5
26,9,4
23,83,4
37,79,4
72,82,3
49,53,4
85,71,4
12,96,4
11,90,2
13,88,4
49,40,1
7,90,3
21,56,5
90,9,4
62,89,5
1,6,5
10,22,5
90,30,5
11,97,4
16,22,5
18,25,3
57,56,3
7,10,4
59,14,5
1,49,3
81,93,3
73,7,4
77,4,3
56,1,4
1,76,4
56,31,4
60,28,5
72,64,5
1,72,4
91,99,2
97,28,5
96,64,5
95,26,3
58,8,4
1,96,5
17,1,4
76,12,3
95,32,1
12,97,5
38,99,5
72,45,5
44,82,4
14,13,4
92,42,4
72,68,3
72,12,5
49,56,5
59,7,4
92,48,4
64,8,4
11,47,4
5,42,5
82,11,4
48,50,4
7,54,3
7,89,5
38,67,4
23,28,3
1,81,5
64,56,5
18,14,5
10,64,4
55,56,4
1,78,1
6,70,3
18,89,3
83,22,5
13,25,1
59,48,5
49,3,3
56,98,4
42,25,3
90,6,4
98,70,3
95,24,3
56,82,4
23,99,4
18,71,4
14,7,5
72,70,4
94,31,4
95,88,4
42,99,5
81,7,4
8,89,4
59,25,4
59,65,4
56,94,4
1,51,4
94,39,3
87,55,4
94,34,1
18,12,5
84,31,4
76,59,4
24,25,4
99,11,5
16,96,5
80,45,4
12,71,4
89,26,3
55,89,5
90,42,4
95,2,2
12,15,5
62,78,2
73,28,3
87,88,5
94,28,4
6,28,2
82,25,2
14,70,1
23,32,3
14,14,3
89,83,4
2,13,4
6,32,4
83,28,4
94,64,5
58,20,1
44,9,5
91,82,5
6,15,3
87,79,5
13,48,5
94,50,5
64,83,3
69,9,4
95,14,5
42,12,4
13,21,3
95,83,5
69,48,5
57,7,4
7,8,5
73,48,2
42,82,4
13,61,4
62,33,1
5,40,4
99,7,4
5,90,3
80,58,4
63,13,4
71,56,5
13,40,2
16,27,2
13,73,3
94,63,3
42,88,5
43,54,3
5,94,3
99,56,5
42,28,5
77,50,4
90,96,4
56,95,4
38,71,5
1,12,5
90,86,5
60,71,3
15,18,1
1,14,5
41,98,4
92,88,3
64,7,4
1,97,3
1,44,5
56,96,5
92,32,3
18,57,4
43,50,4
85,8,4
1,53,3
49,52,2
84,64,5
43,1,5
16,69,5
20,1,3
56,73,4
43,47,1
7,82,3
64,38,3
97,97,5
20,69,1
68,50,5
9,6,5
77,69,3
56,51,3
92,31,4
92,11,4
87,96,5
11,9,5
43,49,4
79,6,4
37,24,4
38,94,5
92,98,5
76,64,5
89,93,2
45,15,4
56,56,5
41,69,4
87,39,3
94,38,2
94,1,4
60,98,4
84,7,4
85,45,3
38,1,5
10,99,5
50,9,4
87,7,4
96,1,5
51,64,4
94,68,4
60,82,3
60,61,4
52,15,5
13,71,4
59,45,5
64,64,4
16,99,5
60,88,4
99,69,4
95,64,5
5,69,1
43,63,3
70,48,4
7,7,5
43,17,3
60,21,3
94,82,4
30,28,4
43,98,5
85,89,4
15,9,4
90,79,4
25,50,5
87,87,4
18,47,3
79,7,5
83,63,4
87,25,4
90,14,5
87,64,5
64,9,4
8,56,5
87,63,4
64,17,3
14,9,4
92,96,4
44,5,4
73,89,5
25,8,4
37,22,5
67,7,5
87,97,5
58,64,5
12,28,5
95,90,2
29,98,4
92,46,4
77,52,5
25,13,4
42,79,5
94,96,3
64,71,3
91,64,4
6,81,4
77,89,5
70,89,4
66,15,3
56,38,2
23,13,4
43,91,3
38,82,5
59,95,2
92,94,3
8,7,3
43,95,4
18,64,5
99,12,5
18,99,5
16,51,4
5,79,3
85,94,3
94,88,3
23,71,3
20,95,3
65,48,5
83,1,4
1,85,3
90,17,4
58,61,5
87,73,3
1,91,5
