4,46,4
5,91,4
4,81,4
6,60,3
0,53,2
30,27,4
8,68,4
33,26,2
4,29,4
27,88,4
35,19,3
35,15,3
33,95,2
33,82,3
37,26,3
0,29,4
6,10,5
0,22,4
37,57,3
37,4,3
6,20,5
35,6,5
23,16,5
37,7,4
13,46,4
30,35,4
14,58,4
37,70,2
45,54,3
8,2,4
24,27,5
32,32,3
5,66,3
18,47,3
51,78,5
37,29,3
24,6,4
42,8,3
53,5,5
16,23,3
51,52,3
33,25,3
3,14,3
32,15,5
53,11,5
59,24,3
23,49,4
4,67,2
33,46,3
53,23,4
27,13,4
37,88,1
35,8,5
34,91,5
32,86,4
32,91,5
54,82,3
51,76,2
45,24,4
51,81,5
3,61,5
32,62,5
24,54,4
51,61,5
41,60,3
43,13,4
32,0,5
61,84,3
54,46,3
32,38,4
36,84,5
6,50,4
35,2,5
61,82,4
37,16,3
51,82,5
6,54,3
61,1,3
56,20,5
34,95,4
32,68,5
51,66,5
0,84,1
57,8,4
36,11,5
24,41,1
22,23,5
36,82,2
0,35,3
4,63,3
61,18,4
24,25,3
61,30,4
61,6,3
43,91,4
85,82,3
79,28,4
86,59,5
6,30,5
36,70,3
35,21,5
23,75,4
6,81,2
75,6,2
4,85,2
61,13,3
45,20,4
59,14,4
75,7,2
23,14,4
58,8,5
54,42,3
55,46,3
33,68,5
0,17,4
18,95,3
18,46,4
68,25,3
35,5,4
8,6,5
32,92,3
67,17,5
37,58,4
27,14,5
24,18,3
45,68,3
86,68,3
12,27,5
43,16,4
61,37,4
40,91,3
33,28,4
36,61,3
51,50,5
41,96,4
32,45,2
35,91,4
61,97,3
37,9,4
17,97,4
62,1,5
36,1,3
6,38,3
66,12,4
4,79,4
54,76,4
8,28,5
46,69,4
24,30,4
77,61,4
1,8,4
77,95,4
33,97,3
2,39,3
56,7,5
38,68,3
36,42,1
86,78,3
27,43,4
48,4,5
50,38,5
27,7,5
4,37,3
95,97,2
32,26,5
25,95,2
51,27,5
35,14,5
37,53,2
14,10,3
5,53,4
93,1,2
59,27,4
27,17,5
59,28,4
39,27,4
37,49,2
93,97,2
92,33,4
67,4,4
3,58,5
27,31,3
42,88,4
48,32,4
60,97,2
67,6,5
4,43,4
93,84,3
43,78,3
3,26,3
59,23,4
28,23,4
51,91,5
43,86,3
92,8,5
43,19,4
18,91,3
51,5,5
32,1,5
37,82,3
14,31,3
4,27,4
5,10,3
92,21,5
92,46,4
24,16,4
36,96,3
37,73,2
91,80,2
77,45,3
0,31,3
91,14,4
95,91,4
25,96,4
32,10,5
42,1,4
40,96,4
99,95,5
35,27,3
0,14,5
0,68,1
89,38,5
24,4,5
76,14,5
77,60,3
49,15,5
6,39,4
99,35,4
61,20,4
37,25,3
37,12,3
43,66,4
59,19,5
88,31,3
42,31,4
91,16,3
28,88,2
68,4,3
5,26,5
88,97,4
95,8,5
24,68,4
85,10,5
37,30,4
32,8,4
66,29,4
24,20,3
32,59,5
80,46,1
43,29,4
59,11,2
86,91,3
45,49,4
43,18,3
38,66,3
24,84,1
53,15,5
92,34,5
68,9,4
23,9,4
69,8,3
5,88,5
51,95,2
30,82,4
61,78,3
24,78,5
59,2,4
0,59,4
32,54,4
33,4,4
51,44,4
88,59,5
77,31,4
24,73,4
61,68,3
77,82,4
32,6,5
51,54,5
37,19,3
24,13,4
67,82,3
23,33,4
37,81,3
0,69,4
90,15,3
48,91,3
6,78,3
67,21,3
14,27,4
43,31,4
43,82,3
26,44,1
3,4,4
14,82,4
77,49,5
61,59,1
64,97,4
17,38,4
33,66,4
28,5,4
93,68,4
99,8,3
86,41,3
6,3,4
45,51,4
66,75,1
56,13,4
88,88,4
61,89,3
41,88,4
24,58,4
37,10,3
45,75,3
86,86,2
66,11,4
23,82,4
41,85,2
27,28,3
0,9,4
77,66,4
51,72,1
85,84,3
41,27,3
61,15,3
32,70,4
24,83,4
41,0,4
67,11,2
24,11,5
45,41,4
4,6,4
33,96,2
73,13,4
88,78,5
53,13,4
66,82,5
41,53,4
22,10,5
92,89,5
45,63,3
79,14,3
61,23,4
48,81,4
35,58,5
43,50,2
61,50,1
36,66,5
1,91,4
88,66,2
18,44,3
1,46,4
46,90,4
33,14,3
92,22,5
8,11,4
24,50,3
59,8,3
34,46,4
24,49,4
91,17,4
53,20,5
54,95,3
93,80,1
32,35,5
37,23,3
6,82,3
40,8,4
43,76,4
37,43,5
57,29,5
26,8,4
45,69,3
54,96,3
24,17,4
22,43,4
45,50,3
24,46,4
25,97,3
88,54,3
52,91,3
36,46,2
77,79,4
59,50,4
85,29,3
65,12,3
45,78,4
91,8,4
61,3,4
43,9,3
33,27,4
62,4,4
53,19,5
45,88,4
6,76,4
73,7,5
42,85,2
6,68,5
95,46,4
35,11,3
48,95,4
45,46,3
57,32,5
92,97,2
79,82,4
42,23,4
23,8,3
28,41,3
52,15,3
95,44,3
27,11,5
51,18,4
24,8,5
68,30,3
43,21,4
93,91,4
6,42,3
37,66,2
83,30,4
41,26,4
86,66,3
14,87,4
4,26,3
41,42,1
83,13,5
5,68,4
81,15,4
32,20,5
92,44,4
61,39,1
59,15,4
92,47,4
41,11,4
53,59,3
51,97,4
61,11,4
4,17,4
6,18,4
65,15,5
45,66,4
37,39,1
51,70,4
43,15,4
7,97,5
68,12,1
51,96,5
48,25,5
35,20,4
59,87,4
88,50,3
93,46,3
61,10,3
35,29,3
86,50,4
37,11,5
35,7,5
88,70,4
7,38,4
82,97,3
22,21,5
54,31,4
6,17,2
14,11,3
35,17,4
36,68,4
1,97,3
24,70,4
24,23,4
59,20,5
61,42,1
41,84,3
40,97,4
86,81,2
3,3,3
0,32,4
24,21,4
8,24,5
77,68,3
82,47,4
33,49,4
37,47,1
51,8,4
24,59,3
86,69,3
66,23,4
88,61,3
90,46,1
6,25,4
22,30,4
21,68,3
79,20,4
21,20,3
32,88,5
62,91,4
67,14,5
24,82,3
37,50,2
80,97,1
55,5,4
8,14,5
23,23,3
6,66,4
54,97,4
43,8,4
61,49,2
5,1,2
54,27,4
4,75,3
45,10,3
92,14,5
68,20,2
88,53,4
35,66,3
51,31,5
37,28,3
61,24,4
27,58,4
6,29,3
37,8,4
24,15,4
5,84,4
37,17,4
53,6,4
53,28,3
32,49,5
67,27,3
3,82,5
68,19,3
0,82,4
37,13,4
50,96,2
53,14,3
77,46,3
0,52,1
36,88,3
61,46,1
37,15,4
51,87,4
61,12,4
21,50,3
38,27,3
35,18,5
4,59,5
65,9,4
61,44,2
59,66,5
3,46,4
54,26,4
33,54,1
83,19,5
88,42,3
92,68,5
33,50,4
85,43,3
77,50,3
53,25,4
51,9,4
6,23,5
33,11,4
21,66,3
62,82,4
6,80,3
66,76,2
33,91,4
37,21,2
4,95,4
6,16,4
51,59,5
37,68,2
48,46,4
39,31,4
27,8,3
85,9,4
15,38,3
86,76,3
6,86,2
16,15,4
24,26,3
77,59,3
33,80,3
8,27,5
38,28,5
43,68,3
92,26,5
41,1,4
34,97,5
61,7,4
32,31,5
36,0,4
28,26,4
85,57,4
4,4,4
4,3,4
4,5,4
24,14,5
62,11,2
90,91,3
60,46,2
88,84,3
53,7,3
92,27,5
66,8,4
6,21,5
48,39,2
67,7,5
88,52,1
48,97,4
62,14,1
27,82,2
37,6,3
51,20,4
24,28,4
0,57,3
0,54,3
42,9,4
21,26,3
88,68,4
4,14,4
73,19,4
48,15,5
24,1,2
37,14,4
4,48,2
16,82,5
68,29,4
93,53,2
77,88,4
61,96,2
61,26,3
56,23,5
82,8,4
68,23,3
92,12,5
67,23,3
45,42,2
62,50,4
1,44,4
92,18,5
53,27,3
91,11,3
92,91,4
86,51,2
35,4,3
59,21,2
79,23,3
37,91,3
33,8,4
23,31,5
69,46,3
61,88,2
92,58,5
37,18,4
43,62,2
14,68,4
37,1,3
61,31,1
68,24,2
36,49,3
61,14,4
84,41,3
46,67,4
95,47,4
18,8,3
36,10,4
53,89,5
67,89,5
60,8,3
40,15,5
92,1,4
32,76,5
51,68,4
59,13,5
93,35,3
92,31,5
4,61,4
53,24,5
37,84,2
62,66,4
41,43,4
37,69,2
33,21,3
32,23,5
26,91,4
99,46,4
60,15,3
21,97,2
67,13,4
66,21,4
51,46,2
37,27,4
61,66,3
3,29,2
34,8,4
98,38,4
3,80,3
43,28,4
75,31,1
6,14,5
67,25,5
73,23,4
91,23,4
83,24,5
73,28,4
87,39,3
94,20,4
3,9,5
51,83,3
90,47,4
0,46,4
61,4,3
24,19,4
61,5,4
22,14,2
27,26,5
94,15,5
63,66,4
