200,222,5
246,201,5
249,241,5
201,219,4
223,274,4
225,237,5
299,229,3
286,208,4
264,200,5
250,264,3
224,245,3
213,273,5
268,231,4
298,281,3
259,255,4
295,218,5
233,202,5
218,209,5
215,212,2
286,237,2
294,271,5
207,258,4
234,206,4
250,238,4
216,228,3
286,288,5
269,217,2
215,211,4
222,278,2
269,246,5
264,294,3
254,229,4
293,249,3
244,265,4
269,234,1
226,242,5
213,235,1
208,216,5
268,217,2
248,234,4
201,272,3
253,259,2
235,230,4
239,272,5
276,294,4
286,298,4
201,203,5
218,208,3
296,228,4
239,234,3
269,252,1
210,204,5
249,239,3
275,265,4
234,241,2
284,269,4
297,275,5
297,234,3
250,204,2
268,298,3
254,219,1
297,233,2
296,222,5
220,298,4
285,269,4
202,283,3
277,257,3
262,223,3
254,230,4
248,257,3
214,213,4
233,208,4
234,228,3
290,208,3
299,240,2
277,255,4
288,272,5
201,209,3
252,277,4
246,239,3
256,220,3
203,282,1
210,274,5
243,208,4
295,235,4
287,252,1
200,291,3
282,288,4
204,216,4
294,282,3
201,215,2
279,227,4
287,294,5
279,254,3
249,255,3
227,295,5
214,275,3
262,293,2
276,273,4
277,279,4
289,282,3
277,282,4
269,235,3
298,252,4
209,251,5
276,226,4
201,206,2
299,235,1
286,231,3
250,244,4
213,294,3
238,252,3
230,202,4
253,216,4
296,248,5
291,250,4
297,218,3
276,246,4
291,214,4
258,288,1
230,234,4
293,288,3
269,285,5
271,220,3
208,202,4
287,257,4
296,258,5
286,258,4
296,242,4
236,265,2
275,258,3
234,233,2
268,264,3
224,215,4
280,204,3
294,222,4
236,286,5
259,269,3
200,241,4
291,226,5
287,249,5
221,204,4
276,291,3
267,238,4
201,292,3
244,216,4
297,286,5
207,203,3
239,204,3
292,276,5
271,211,5
299,238,4
255,217,2
293,293,4
222,298,4
290,222,4
254,286,1
241,294,3
221,268,5
206,245,1
277,273,5
222,210,4
230,210,5
256,280,5
296,286,5
274,288,4
250,260,4
294,288,5
230,238,1
244,220,2
261,259,4
253,203,4
291,273,3
261,294,4
270,230,3
296,272,5
268,250,4
227,293,5
297,216,4
268,205,5
244,238,5
271,274,3
262,258,4
293,227,2
297,202,3
200,227,5
276,270,4
208,204,3
232,275,2
271,242,4
299,271,3
285,216,3
296,275,4
248,282,2
259,210,4
207,290,2
221,250,5
280,227,3
279,249,3
290,274,4
237,211,4
257,258,3
234,229,4
200,265,5
284,258,4
235,275,5
269,210,1
245,222,4
223,258,1
243,225,3
222,217,3
257,276,5
200,229,5
224,258,3
298,261,4
285,288,5
286,269,5
226,270,4
290,218,2
256,291,5
207,273,4
201,242,4
223,237,5
209,269,2
216,286,4
256,278,5
203,294,2
267,226,3
207,269,4
290,239,2
262,292,4
288,200,4
246,202,3
244,237,5
279,275,3
271,204,4
265,279,2
200,225,4
271,241,3
297,223,5
216,249,3
256,235,3
234,209,4
269,205,3
236,289,4
263,272,5
201,210,2
209,258,2
268,252,3
216,298,5
286,272,5
246,294,2
297,282,3
210,219,3
216,226,3
228,288,4
201,213,4
257,289,4
287,218,5
255,258,4
210,255,4
211,257,5
247,271,2
286,248,5
262,217,3
276,207,4
270,281,5
236,200,3
293,216,4
280,202,3
275,252,2
234,283,3
216,274,3
246,215,2
244,278,3
293,264,3
276,250,4
280,225,4
256,276,3
282,269,4
268,248,3
269,214,3
297,277,3
216,202,4
239,286,1
247,251,4
280,231,3
299,210,4
223,216,5
234,212,2
249,240,4
293,251,4
250,200,5
254,240,1
250,294,1
254,257,3
246,284,1
201,281,2
222,250,2
200,286,4
284,259,2
224,243,2
223,298,5
251,257,3
255,271,4
282,271,3
214,208,5
274,275,5
222,293,3
239,288,2
275,202,3
253,210,4
299,270,4
222,231,2
293,210,3
243,275,3
269,209,4
220,288,5
290,202,4
267,214,4
209,242,4
206,288,5
286,228,3
201,275,4
279,202,4
234,292,4
243,223,4
223,249,2
251,258,3
207,294,3
268,228,4
280,230,3
299,286,4
296,292,5
262,252,3
222,234,2
200,218,5
269,211,4
262,275,4
244,226,1
234,213,3
229,260,1
279,216,3
216,231,2
215,205,3
215,239,3
240,288,5
201,271,4
293,282,2
204,258,2
255,249,5
214,285,5
223,248,1
286,234,3
253,294,4
254,243,2
230,209,1
293,239,3
282,258,5
201,276,5
280,265,4
271,283,4
276,230,4
288,202,5
205,289,4
236,204,3
227,244,3
296,279,4
294,250,5
276,249,4
276,228,4
234,294,3
244,208,5
294,299,3
271,200,5
254,238,3
276,290,4
292,252,3
211,263,3
223,255,4
210,216,4
218,265,3
293,257,2
232,215,3
246,231,1
236,223,5
297,250,1
233,286,3
264,208,5
218,273,4
294,264,2
293,202,3
268,267,3
280,286,4
279,240,4
247,257,4
233,212,5
248,249,4
298,237,5
268,269,4
229,286,4
276,229,3
256,202,3
271,284,3
276,272,5
299,297,3
221,257,4
296,255,2
271,275,4
235,269,4
234,291,3
290,216,4
244,232,4
201,204,4
253,237,4
298,200,3
234,237,3
269,293,3
251,222,4
214,236,5
264,219,5
227,276,4
293,228,3
210,202,5
223,276,4
295,210,4
215,230,3
291,237,4
216,218,4
200,205,4
271,248,4
254,222,4
268,265,3
234,221,2
299,257,2
262,238,4
200,294,4
247,272,4
222,232,4
