3,94,3
1,88,4
21,32,3
1,29,4
39,31,2
32,67,4
19,37,4
38,88,3
18,23,4
2,93,3
3,77,1
36,52,4
16,44,2
36,27,4
1,49,3
33,34,1
42,69,4
41,93,4
18,21,4
3,31,2
24,23,5
19,19,2
22,49,5
25,48,2
39,93,4
19,76,2
23,28,4
35,24,4
13,63,4
43,43,5
18,62,4
34,49,3
21,34,3
11,69,5
16,30,2
16,59,4
7,34,4
16,61,3
34,63,5
39,34,3
8,63,4
11,23,4
21,29,1
43,28,5
32,68,4
16,31,1
36,26,4
21,24,3
31,9,5
36,75,3
36,95,3
16,19,5
19,89,2
1,32,4
33,40,1
19,88,3
18,58,3
16,78,1
7,28,5
16,48,2
27,28,4
38,28,5
16,71,4
19,53,3
34,65,4
18,65,4
6,91,3
16,60,4
34,72,3
7,24,5
38,29,2
41,19,5
16,43,4
34,2,4
37,88,2
36,4,5
13,19,4
36,28,3
18,71,4
2,89,2
23,26,4
19,46,4
35,34,4
43,41,1
23,75,4
38,26,3
36,88,3
18,72,5
7,88,3
22,19,5
7,78,5
3,28,2
18,95,3
33,59,1
42,45,5
36,19,5
16,39,3
34,61,4
31,0,4
38,93,5
